EmployeeID,Age,Gender,EducationLevel,Department,JobRole,OfficeLocation,YearsAtCompany,TotalWorkingYears,MonthlyIncomeUSD,TrainingHoursLastYear,ProjectsCompletedLastCycle,LastPerformanceRating,SatisfactionScore,WorkLifeBalanceScore,OverTimeHoursLastMonth,PromotionLast2Years,AvgDailyCommuteTimeMin,TechnicalSkillScore,SoftSkillScore,EngagementSurveyScore,NumDirectReports,PerformanceScoreOutOf100,LeftCompanyWithinYear
EMP0185,31,Female,Bachelor's,Engineering,Manager,Branch-CityB,5,19,7044,57,3,5,2.0,3,10,1,6.0,89,71,3.8,4,49,0
EMP0186,37,Female,Bachelor's,Sales,Associate,Branch-CityC,8,10,6212,170,1,3,,3,7,0,27.0,95,52,3.7,0,54,0
EMP0187,57,Female,Bachelor's,Marketing,Engineer,Remote,22,22,7021,8,1,4,4.0,2,7,0,0.0,49,79,4.0,0,40,0
EMP0188,35,Female,High School,Operations,Analyst,Branch-CityB,13,26,8007,171,1,1,1.0,3,13,0,30.0,63,91,4.4,0,50,1
EMP0189,39,Female,High School,HR,Director,Branch-CityB,0,14,7699,164,3,4,3.0,3,19,0,33.0,97,78,4.6,4,57,0
EMP0190,38,Male,Master's,HR,Senior Engineer,Branch-CityC,5,8,5070,182,5,3,4.0,2,24,0,58.0,89,57,4.2,0,56,0
EMP0191,46,Female,High School,HR,Specialist,Branch-CityB,25,35,8740,99,3,3,2.0,2,23,1,47.0,91,69,3.2,0,48,0
EMP0192,47,Male,High School,Marketing,Associate,Branch-CityB,0,2,4840,144,3,3,3.0,3,24,0,43.0,73,77,3.2,0,49,0
EMP0193,41,Male,Master's,Marketing,Engineer,Remote,14,15,7059,45,3,3,3.0,2,9,0,0.0,64,88,2.7,0,39,0
EMP0194,52,Female,Bachelor's,Sales,Director,HQ-CityA,6,11,5730,35,2,3,3.0,2,36,0,6.0,59,82,4.2,4,48,0
EMP0195,36,Male,Bachelor's,Finance,Engineer,HQ-CityA,10,21,7514,86,3,5,2.0,2,12,0,66.0,54,50,4.8,0,38,1
EMP0196,51,Female,Master's,Marketing,Specialist,HQ-CityA,10,13,6452,52,5,4,4.0,3,67,1,47.0,47,62,2.7,0,34,0
EMP0197,31,Female,Bachelor's,Finance,Engineer,Branch-CityC,10,21,6248,121,2,3,4.0,2,24,0,44.0,74,91,2.6,0,47,0
EMP0198,40,Female,Bachelor's,Engineering,Associate,HQ-CityA,11,25,8830,8,3,1,2.0,2,22,0,27.0,82,72,4.8,0,53,1
EMP0199,24,Female,Master's,HR,Associate,Branch-CityC,2,9,5556,34,3,2,2.0,1,13,1,7.0,65,85,4.4,0,46,0
EMP0200,57,Female,Bachelor's,HR,Associate,Branch-CityB,6,15,6805,142,3,3,3.0,2,13,0,27.0,69,72,3.0,0,45,0
EMP0201,49,Female,Master's,HR,Associate,Branch-CityC,8,16,7383,59,4,3,,2,13,0,5.0,78,82,2.5,0,46,0
EMP0202,46,Male,Master's,Sales,Engineer,HQ-CityA,4,12,6096,19,2,3,1.0,2,35,0,52.0,68,94,2.9,0,52,1
EMP0203,36,Female,PhD,Marketing,Associate,HQ-CityA,3,3,4868,121,1,3,3.0,3,19,0,,70,61,4.9,0,44,0
EMP0204,34,Male,Bachelor's,Operations,Associate,Remote,5,12,6684,35,5,4,2.0,4,11,0,0.0,69,98,3.3,0,58,0
EMP0205,31,Male,Bachelor's,Marketing,Specialist,Remote,6,12,6548,169,8,3,,3,28,0,0.0,49,71,3.5,0,55,0
EMP0206,29,Male,Bachelor's,Sales,Senior Engineer,Remote,3,4,4033,85,0,3,1.0,4,28,0,0.0,96,54,4.1,0,50,1
EMP0207,32,Female,Master's,Engineering,Associate,Branch-CityB,6,17,6689,147,2,4,4.0,3,13,0,60.0,70,69,3.3,0,44,0
EMP0208,29,Female,Bachelor's,Operations,Senior Engineer,Branch-CityC,3,3,4832,155,4,3,4.0,3,16,0,32.0,54,94,4.9,0,43,0
EMP0209,24,Male,Bachelor's,Sales,Analyst,Branch-CityC,2,11,5248,187,3,3,3.0,3,16,0,24.0,99,89,3.8,0,54,0
EMP0210,25,Female,Bachelor's,Marketing,Manager,Branch-CityB,3,4,5188,12,3,3,3.0,2,21,1,26.0,51,72,4.8,4,43,0
EMP0211,27,Female,Bachelor's,Operations,Engineer,HQ-CityA,1,11,5292,155,2,3,4.0,1,8,0,36.0,46,86,3.7,0,41,0
EMP0212,29,Male,Bachelor's,HR,Analyst,Branch-CityB,1,3,4522,32,2,5,1.0,3,28,0,27.0,43,83,3.2,0,50,1
EMP0213,47,Male,Bachelor's,Finance,Analyst,Branch-CityC,0,1,4471,31,6,4,4.0,3,65,0,35.0,40,69,4.7,0,34,0
EMP0214,58,Female,Master's,Finance,Analyst,HQ-CityA,6,7,5074,19,3,3,4.0,4,27,0,49.0,54,99,4.3,0,55,0
EMP0215,26,Male,Master's,HR,Analyst,HQ-CityA,4,11,5896,55,5,4,3.0,2,6,1,16.0,88,91,2.9,0,61,0
EMP0216,56,Female,Bachelor's,Sales,Analyst,Branch-CityC,8,13,7200,116,1,4,4.0,3,17,0,,83,52,3.4,0,41,0
EMP0217,47,Female,Bachelor's,Marketing,Senior Engineer,Branch-CityC,8,17,5485,79,3,5,3.0,3,11,0,16.0,66,85,4.5,0,53,0
EMP0218,31,Male,Bachelor's,Marketing,Director,Branch-CityC,5,10,6339,32,3,2,3.0,1,14,0,35.0,49,64,4.7,3,40,0
EMP0219,39,Male,Master's,Engineering,Analyst,HQ-CityA,9,11,5203,109,2,4,4.0,2,23,1,13.0,42,80,3.4,0,37,0
EMP0220,31,Female,Master's,Engineering,Specialist,Remote,5,10,5934,77,3,3,2.0,3,1,0,0.0,54,72,3.8,0,39,0
EMP0221,54,Female,PhD,Marketing,Director,Branch-CityC,15,27,7313,118,1,4,4.0,2,18,0,4.0,96,69,4.7,7,58,0
EMP0222,58,Male,Bachelor's,Sales,Associate,HQ-CityA,0,0,4998,49,1,3,2.0,2,9,0,15.0,96,94,4.1,0,64,0
EMP0223,56,Female,PhD,Engineering,Manager,Branch-CityB,22,26,9307,187,1,5,4.0,1,33,0,62.0,53,70,4.9,9,51,0
EMP0224,48,Male,High School,Sales,Manager,HQ-CityA,26,33,8869,136,2,3,3.0,2,12,0,14.0,65,51,4.0,6,43,0
EMP0225,49,Female,Bachelor's,Marketing,Analyst,Remote,0,13,6255,67,2,3,1.0,3,14,0,0.0,48,76,3.6,0,43,1
EMP0226,32,Female,Bachelor's,Marketing,Director,HQ-CityA,3,13,6621,19,4,1,3.0,4,4,0,25.0,86,51,5.0,7,48,0
EMP0227,47,Female,Bachelor's,Operations,Specialist,HQ-CityA,19,20,6086,63,1,2,4.0,3,14,1,23.0,70,69,2.7,0,45,0
EMP0228,22,Male,Master's,Engineering,Specialist,Remote,0,9,6095,181,2,3,4.0,2,11,0,0.0,73,52,3.1,0,50,0
EMP0229,42,Female,High School,HR,Associate,HQ-CityA,14,15,7648,186,4,1,3.0,3,13,1,14.0,84,66,3.8,0,51,0
EMP0230,57,Female,High School,Operations,Specialist,Branch-CityB,21,29,8810,134,8,3,4.0,4,26,1,101.0,60,99,3.4,0,49,0
EMP0231,59,Male,High School,Marketing,Specialist,Branch-CityB,6,13,6491,174,6,3,3.0,2,4,0,12.0,77,74,3.1,0,56,0
EMP0232,55,Female,Master's,HR,Senior Engineer,Remote,11,11,5988,88,1,2,4.0,3,10,0,0.0,89,64,2.9,0,51,0
EMP0233,29,Female,Bachelor's,Operations,Engineer,HQ-CityA,8,19,6235,33,2,2,1.0,1,12,0,28.0,66,64,2.7,0,39,1
EMP0234,28,Female,Bachelor's,Marketing,Associate,HQ-CityA,1,13,6693,30,1,3,3.0,2,19,0,44.0,92,56,3.7,0,50,0
EMP0235,38,Male,High School,Engineering,Director,Branch-CityB,8,8,6300,1,2,3,3.0,3,8,0,65.0,52,57,4.5,5,36,0
EMP0236,51,Female,PhD,Engineering,Engineer,HQ-CityA,12,19,6646,39,2,3,3.0,1,37,0,45.0,86,72,4.5,0,51,0
EMP0237,55,Female,PhD,Operations,Senior Engineer,Branch-CityC,28,40,11739,61,4,2,3.0,1,3,0,80.0,87,77,3.1,0,56,0
EMP0238,25,Male,PhD,Marketing,Associate,Branch-CityB,2,12,6548,183,3,2,3.0,3,30,0,13.0,91,56,2.7,0,50,0
EMP0239,45,Female,Bachelor's,HR,Analyst,HQ-CityA,3,6,4360,181,1,3,,2,37,0,62.0,58,67,2.6,0,54,0
EMP0240,56,Female,Bachelor's,Finance,Manager,Branch-CityB,35,40,10500,150,1,1,1.0,3,18,0,48.0,53,77,3.0,9,40,1
EMP0241,46,Female,Bachelor's,Operations,Manager,HQ-CityA,13,16,7952,2,3,3,3.0,3,49,0,6.0,50,90,4.0,4,45,0
EMP0242,54,Female,PhD,Sales,Analyst,HQ-CityA,18,27,7064,60,3,3,2.0,3,30,0,59.0,61,71,3.3,0,48,0
EMP0243,54,Male,Bachelor's,HR,Associate,Branch-CityC,0,8,5569,82,0,3,1.0,3,31,0,21.0,82,74,3.3,0,44,1
EMP0244,47,Female,Master's,Operations,Manager,HQ-CityA,9,23,8493,146,2,2,1.0,3,44,0,23.0,99,98,4.7,2,68,1
EMP0245,50,Male,Master's,Operations,Senior Engineer,Branch-CityC,22,27,8851,35,2,4,1.0,3,17,0,14.0,95,94,3.3,0,70,1
EMP0246,44,Female,Bachelor's,Engineering,Analyst,HQ-CityA,7,11,6072,3,2,3,3.0,2,15,0,66.0,46,61,2.9,0,30,0
EMP0247,53,Male,Bachelor's,Sales,Specialist,Branch-CityC,27,38,10186,24,2,4,2.0,4,23,0,42.0,59,83,4.8,0,47,0
EMP0248,22,Female,Bachelor's,Marketing,Engineer,Remote,0,0,3828,168,6,4,3.0,4,5,0,0.0,87,95,3.0,0,57,0
EMP0249,46,Female,PhD,Marketing,Senior Engineer,HQ-CityA,3,13,6690,47,0,3,3.0,4,11,0,30.0,66,85,3.5,0,44,0
EMP0250,39,Male,Bachelor's,Engineering,Specialist,Branch-CityC,7,10,6705,11,3,3,3.0,2,22,0,43.0,69,79,4.1,0,46,0
EMP0251,55,Female,PhD,Marketing,Specialist,Branch-CityC,10,24,7486,1,1,3,3.0,2,16,0,29.0,53,51,4.7,0,26,0
EMP0252,22,Male,High School,Marketing,Senior Engineer,HQ-CityA,0,12,5676,29,2,3,4.0,3,14,0,35.0,95,69,3.0,0,61,0
EMP0253,56,Male,Bachelor's,Sales,Senior Engineer,HQ-CityA,5,9,5999,191,6,3,1.0,2,9,0,35.0,87,78,3.8,0,55,1
EMP0254,25,Other,High School,HR,Director,Remote,2,4,5698,39,3,5,3.0,3,9,0,0.0,47,62,4.2,2,39,0
EMP0255,36,Male,Bachelor's,Finance,Associate,Branch-CityC,2,4,5551,132,4,2,3.0,3,21,0,19.0,54,95,3.2,0,54,0
EMP0256,59,Female,Bachelor's,Engineering,Associate,Branch-CityC,35,40,10598,44,3,2,1.0,3,22,0,46.0,98,86,3.5,0,63,1
EMP0257,44,Male,Bachelor's,Operations,Senior Engineer,HQ-CityA,11,14,6170,195,2,4,3.0,1,21,0,32.0,40,59,4.1,0,35,0
EMP0258,31,Female,High School,HR,Manager,HQ-CityA,8,8,4627,69,1,3,3.0,2,23,0,14.0,87,84,2.8,3,54,0
EMP0259,44,Female,Bachelor's,Engineering,Manager,Branch-CityC,2,3,5604,98,1,4,3.0,3,27,0,42.0,54,75,2.8,2,43,0
EMP0260,59,Male,Bachelor's,HR,Engineer,Remote,26,30,8805,167,3,3,4.0,2,3,0,0.0,88,99,4.9,0,60,0
EMP0261,55,Female,Master's,Marketing,Associate,Remote,8,9,5710,69,0,3,3.0,2,8,0,0.0,91,95,4.0,0,52,0
EMP0262,39,Other,Master's,HR,Director,Branch-CityC,14,21,7224,4,1,3,4.0,2,16,0,32.0,89,91,3.4,3,58,0
EMP0263,48,Female,Bachelor's,Engineering,Senior Engineer,HQ-CityA,12,22,7447,102,3,3,3.0,4,8,0,59.0,89,78,3.3,0,51,0
EMP0264,33,Female,Bachelor's,Finance,Director,Branch-CityC,12,20,8201,43,0,3,3.0,2,18,0,11.0,99,61,2.6,7,48,0
EMP0265,56,Female,Bachelor's,Finance,Director,Branch-CityB,13,16,8031,32,2,2,3.0,3,12,0,16.0,56,68,2.8,6,31,0
EMP0266,49,Female,Bachelor's,Sales,Analyst,Branch-CityC,15,28,8359,90,0,4,2.0,3,11,0,57.0,44,98,4.2,0,35,0
EMP0267,39,Male,Bachelor's,Marketing,Engineer,Branch-CityC,12,23,7935,163,8,3,4.0,2,12,0,48.0,44,95,3.4,0,47,0
EMP0268,55,Male,Bachelor's,Marketing,Manager,Remote,30,31,8414,56,5,3,4.0,2,10,0,0.0,75,71,3.7,3,46,0
EMP0269,42,Male,Bachelor's,Sales,Senior Engineer,HQ-CityA,3,7,6025,114,2,3,3.0,2,19,1,50.0,91,84,3.5,0,58,0
EMP0270,37,Male,Bachelor's,Marketing,Engineer,HQ-CityA,13,25,8473,24,1,3,2.0,4,27,0,27.0,59,70,2.8,0,44,0
EMP0271,32,Male,PhD,Marketing,Senior Engineer,HQ-CityA,7,21,6257,36,2,3,4.0,4,16,0,49.0,47,54,3.4,0,40,0
EMP0272,43,Female,Bachelor's,Operations,Manager,HQ-CityA,22,34,8975,89,3,3,3.0,2,6,0,31.0,97,83,2.7,8,62,0
EMP0273,58,Female,Bachelor's,Marketing,Associate,Branch-CityC,0,4,4610,44,3,3,1.0,3,19,0,35.0,85,58,4.5,0,48,1
EMP0274,42,Male,Bachelor's,Sales,Senior Engineer,Remote,1,10,5627,53,2,5,4.0,1,13,0,0.0,70,79,3.6,0,40,0
EMP0275,46,Male,Bachelor's,Operations,Engineer,Branch-CityC,8,12,6541,19,8,3,1.0,3,33,0,42.0,53,57,3.2,0,46,0
EMP0276,46,Male,High School,HR,Director,Branch-CityC,17,31,8936,161,5,3,2.0,3,3,0,33.0,78,52,4.1,4,40,1
EMP0277,27,Female,Bachelor's,Marketing,Senior Engineer,Branch-CityB,1,3,4332,83,3,4,2.0,4,26,0,14.0,52,73,3.9,0,44,1
EMP0278,36,Male,Master's,Engineering,Specialist,Branch-CityB,0,8,6250,117,4,4,3.0,4,21,0,38.0,89,68,2.9,0,49,1
EMP0279,40,Male,Bachelor's,Finance,Associate,HQ-CityA,12,24,7584,47,2,4,3.0,2,33,0,38.0,62,92,4.2,0,44,0
EMP0280,27,Female,Master's,Marketing,Associate,Remote,2,4,5167,33,3,3,3.0,3,9,0,0.0,99,58,4.4,0,55,0
EMP0281,27,Female,Bachelor's,Marketing,Manager,Branch-CityB,1,7,5179,85,1,3,4.0,4,2,0,37.0,74,96,3.6,2,56,0
EMP0282,43,Male,Bachelor's,Operations,Specialist,HQ-CityA,5,12,5937,125,5,4,3.0,4,12,0,41.0,73,66,4.6,0,51,0
EMP0283,58,Male,Bachelor's,Engineering,Senior Engineer,Branch-CityB,10,24,8739,107,4,4,2.0,2,30,0,56.0,53,59,3.2,0,33,0
EMP0284,28,Male,Bachelor's,Marketing,Engineer,Branch-CityB,3,15,6522,28,3,3,4.0,4,8,1,81.0,52,99,3.1,0,47,0
EMP0285,44,Other,PhD,Marketing,Specialist,HQ-CityA,1,13,5575,146,0,3,4.0,3,8,0,5.0,65,75,2.7,0,37,0
EMP0286,36,Male,Bachelor's,Operations,Engineer,Branch-CityB,3,16,6665,190,2,4,3.0,2,22,0,17.0,49,73,2.8,0,42,0
EMP0287,55,Male,Bachelor's,HR,Associate,HQ-CityA,13,18,7693,41,2,3,2.0,4,9,0,74.0,84,91,3.6,0,60,0
EMP0288,37,Male,Master's,HR,Specialist,Remote,16,19,7311,30,0,2,2.0,3,48,1,0.0,58,74,3.5,0,42,0
EMP0289,48,Female,Bachelor's,HR,Specialist,Branch-CityC,13,27,7656,134,5,2,4.0,4,12,0,28.0,57,94,3.7,0,48,0
EMP0290,27,Male,Bachelor's,Sales,Engineer,Remote,3,3,5088,173,4,3,4.0,3,4,0,0.0,98,79,4.2,0,57,0
EMP0291,45,Female,PhD,Operations,Engineer,Branch-CityC,15,19,6197,130,3,3,4.0,3,7,0,46.0,48,55,3.4,0,33,0
EMP0292,46,Male,Master's,HR,Senior Engineer,Branch-CityC,20,20,6537,146,1,3,3.0,2,20,0,33.0,44,94,4.6,0,40,0
EMP0293,30,Female,Bachelor's,Finance,Manager,HQ-CityA,4,10,5858,153,1,4,4.0,2,15,0,36.0,46,94,4.3,9,46,0
EMP0294,44,Female,Bachelor's,Marketing,Analyst,HQ-CityA,17,28,8340,154,3,4,4.0,3,6,0,7.0,61,60,3.4,0,45,0
EMP0295,57,Male,High School,HR,Specialist,HQ-CityA,22,27,8378,111,7,2,4.0,3,18,0,16.0,69,95,4.5,0,42,0
EMP0296,51,Male,Bachelor's,Operations,Engineer,Remote,3,4,5287,49,4,3,4.0,4,20,0,0.0,75,55,3.7,0,42,0
EMP0297,41,Male,Master's,Finance,Analyst,Branch-CityC,19,21,8079,71,5,4,2.0,1,13,0,13.0,70,64,4.1,0,43,0
EMP0298,26,Female,Master's,Sales,Engineer,Branch-CityC,4,5,5808,157,2,4,3.0,2,19,0,9.0,54,85,3.4,0,41,0
EMP0299,33,Female,Bachelor's,Operations,Analyst,Branch-CityB,3,8,5211,199,7,2,4.0,3,35,0,14.0,61,59,4.6,0,41,0
EMP0300,43,Male,Master's,Operations,Director,HQ-CityA,17,23,7860,162,2,3,1.0,3,3,0,34.0,82,79,4.4,5,57,1
EMP0301,59,Male,Master's,Engineering,Senior Engineer,Branch-CityB,5,10,6581,122,3,3,4.0,4,15,0,14.0,96,60,4.8,0,48,0
EMP0302,44,Male,Bachelor's,Engineering,Specialist,Remote,19,29,7712,99,2,3,4.0,3,31,0,0.0,72,51,2.7,0,47,0
EMP0303,55,Female,PhD,Operations,Specialist,Remote,5,15,6044,132,3,3,4.0,2,47,0,0.0,69,67,4.6,0,47,0
EMP0304,56,Female,PhD,Marketing,Director,HQ-CityA,33,36,8881,73,4,3,4.0,3,44,0,51.0,85,91,3.5,9,64,0
EMP0305,59,Female,Bachelor's,Engineering,Director,Branch-CityC,35,40,8553,127,4,4,3.0,2,20,0,27.0,42,73,3.7,5,37,0
EMP0306,54,Female,PhD,Engineering,Engineer,HQ-CityA,21,30,9911,89,4,3,1.0,3,6,0,47.0,40,60,4.9,0,23,1
EMP0307,43,Male,Master's,Marketing,Associate,HQ-CityA,3,17,5915,40,3,3,3.0,2,2,0,43.0,67,56,3.0,0,35,0
EMP0308,38,Male,Bachelor's,Finance,Manager,Branch-CityB,11,11,5984,136,2,3,4.0,2,28,1,20.0,52,88,3.9,2,28,0
EMP0309,33,Female,Bachelor's,Sales,Manager,Remote,7,13,6193,129,4,3,2.0,4,80,0,0.0,56,50,4.0,8,31,1
EMP0310,37,Female,Bachelor's,Engineering,Senior Engineer,Branch-CityB,2,10,5601,27,2,1,4.0,1,9,1,18.0,96,97,3.4,0,56,0
EMP0311,46,Female,Bachelor's,Operations,Manager,Branch-CityC,4,18,6625,89,1,4,2.0,1,5,0,6.0,77,53,4.5,6,41,0
EMP0312,44,Male,Bachelor's,HR,Director,HQ-CityA,0,13,7222,159,4,4,1.0,1,6,0,22.0,65,61,4.7,5,49,1
EMP0313,52,Male,Bachelor's,Operations,Engineer,Branch-CityC,5,8,5592,94,1,3,4.0,4,8,0,21.0,83,57,2.6,0,50,0
EMP0314,44,Female,High School,Operations,Engineer,Branch-CityC,1,10,5233,133,2,3,4.0,3,28,0,31.0,61,60,3.5,0,46,0
EMP0315,59,Male,Bachelor's,Finance,Associate,Branch-CityC,12,12,7348,32,4,3,2.0,3,23,0,52.0,57,95,4.1,0,48,0
EMP0316,52,Female,Bachelor's,Marketing,Senior Engineer,HQ-CityA,13,27,9004,120,3,3,3.0,2,2,0,4.0,68,54,3.3,0,47,0
EMP0317,26,Other,Master's,Operations,Manager,HQ-CityA,1,10,5595,57,3,4,3.0,3,11,0,19.0,44,72,4.3,8,36,0
EMP0318,55,Male,Bachelor's,Sales,Analyst,HQ-CityA,6,19,6905,156,7,3,,1,30,0,8.0,94,80,3.5,0,62,0
EMP0319,25,Female,High School,Engineering,Associate,Branch-CityB,2,13,6944,53,3,5,3.0,3,22,1,7.0,97,75,2.6,0,61,0
EMP0320,38,Male,High School,Marketing,Analyst,Branch-CityB,13,19,7833,101,7,3,4.0,2,27,0,49.0,86,52,3.0,0,48,0
EMP0321,28,Male,High School,HR,Specialist,Branch-CityB,6,6,5494,101,2,4,3.0,1,80,0,38.0,72,93,3.1,0,49,0
EMP0322,42,Other,Bachelor's,HR,Specialist,Branch-CityB,16,24,9068,93,2,3,2.0,2,6,0,38.0,74,51,2.6,0,41,0
EMP0323,31,Female,Master's,Operations,Director,Branch-CityC,3,8,6284,29,2,3,4.0,2,16,1,7.0,74,90,3.6,2,54,0
EMP0324,25,Other,High School,HR,Associate,HQ-CityA,4,15,6969,63,1,3,3.0,3,18,1,59.0,46,87,3.0,0,44,0
EMP0325,29,Male,Bachelor's,Sales,Manager,Branch-CityB,4,11,6236,136,2,3,4.0,4,2,0,23.0,46,59,4.9,9,36,0
EMP0326,31,Female,Bachelor's,Engineering,Engineer,Branch-CityC,0,2,4465,55,1,4,3.0,4,17,0,34.0,86,94,4.7,0,50,0
EMP0327,50,Male,Bachelor's,HR,Engineer,HQ-CityA,21,33,9418,63,1,3,4.0,3,13,0,4.0,51,94,3.8,0,46,0
EMP0328,38,Female,PhD,Engineering,Analyst,Branch-CityC,14,14,5396,155,4,3,4.0,2,9,0,81.0,51,51,3.4,0,31,0
EMP0329,45,Other,Bachelor's,Finance,Associate,Branch-CityB,12,20,7123,83,2,4,4.0,2,43,0,30.0,62,70,2.9,0,40,0
EMP0330,23,Female,Bachelor's,Finance,Analyst,Branch-CityB,0,4,5564,112,3,3,1.0,4,12,0,15.0,68,52,4.3,0,46,1
EMP0331,41,Female,Master's,Operations,Analyst,Branch-CityC,7,12,5035,198,2,1,3.0,2,18,0,53.0,58,94,3.9,0,34,0
EMP0332,36,Male,PhD,Operations,Senior Engineer,HQ-CityA,7,13,7259,63,3,3,3.0,4,33,0,19.0,76,90,3.8,0,45,0
EMP0333,27,Female,Master's,Marketing,Analyst,Branch-CityC,5,13,5736,84,5,1,3.0,4,20,0,21.0,75,74,3.2,0,53,0
EMP0334,52,Male,Bachelor's,Marketing,Specialist,Branch-CityB,7,12,6792,198,3,3,2.0,2,9,0,2.0,75,95,3.6,0,63,0
EMP0335,53,Male,Master's,Marketing,Analyst,Remote,4,6,4937,61,4,4,4.0,1,14,0,0.0,56,55,3.7,0,38,0
EMP0336,50,Female,Master's,Operations,Senior Engineer,Remote,25,34,10629,31,4,2,3.0,3,31,0,0.0,65,92,3.1,0,46,0
EMP0337,51,Male,Bachelor's,Finance,Engineer,HQ-CityA,29,40,11119,46,2,3,3.0,4,9,0,39.0,92,95,3.4,0,61,0
EMP0338,24,Female,Bachelor's,HR,Engineer,Remote,3,10,6346,131,2,4,3.0,3,19,0,0.0,91,51,4.4,0,50,0
EMP0339,50,Male,Bachelor's,Finance,Director,HQ-CityA,16,23,7806,133,2,2,3.0,3,1,0,12.0,48,87,3.8,8,43,0
EMP0340,50,Male,Bachelor's,Operations,Manager,HQ-CityA,0,5,5543,187,5,3,3.0,3,36,0,77.0,54,89,3.5,5,45,0
EMP0341,56,Male,PhD,Finance,Analyst,HQ-CityA,14,18,7316,147,2,3,1.0,4,9,0,54.0,93,79,3.1,0,52,1
EMP0342,47,Female,Bachelor's,Sales,Engineer,Branch-CityC,6,17,7260,107,2,3,3.0,3,15,0,56.0,64,51,5.0,0,28,0
EMP0343,56,Male,Bachelor's,Engineering,Specialist,HQ-CityA,12,15,6963,161,0,4,4.0,1,0,0,28.0,99,60,2.7,0,50,0
EMP0344,37,Male,Master's,HR,Manager,Branch-CityB,5,12,6128,156,5,3,3.0,1,4,0,,56,65,4.1,9,40,0
EMP0345,24,Male,Bachelor's,HR,Specialist,Remote,2,8,6141,65,1,3,2.0,1,42,0,0.0,49,72,4.8,0,32,1
EMP0346,40,Male,High School,Operations,Senior Engineer,Branch-CityB,2,6,4446,91,4,3,2.0,3,30,0,12.0,58,97,4.0,0,50,0
EMP0347,23,Female,High School,HR,Associate,HQ-CityA,2,10,6740,115,2,4,3.0,1,12,0,17.0,87,82,3.6,0,50,0
EMP0348,25,Other,Master's,Sales,Senior Engineer,Branch-CityC,0,8,5614,80,5,3,4.0,2,16,0,5.0,93,76,4.5,0,57,0
EMP0349,22,Male,Bachelor's,Operations,Manager,HQ-CityA,1,8,6131,112,3,4,4.0,2,7,0,33.0,67,89,4.2,6,54,0
EMP0350,31,Female,High School,Engineering,Manager,HQ-CityA,5,17,6257,84,3,3,4.0,2,4,0,20.0,69,78,3.7,2,45,0
EMP0351,49,Male,Bachelor's,Marketing,Engineer,Branch-CityB,0,13,6521,102,6,5,2.0,3,9,0,20.0,94,60,4.1,0,60,1
EMP0352,34,Male,Bachelor's,Engineering,Engineer,Branch-CityB,3,13,7086,7,4,5,2.0,3,13,0,43.0,98,77,2.9,0,58,0
EMP0353,34,Male,Bachelor's,Marketing,Director,Branch-CityB,8,8,5282,137,6,3,3.0,1,14,0,5.0,40,83,4.9,8,44,0
EMP0354,34,Female,Master's,HR,Specialist,Branch-CityC,2,11,6442,40,3,1,,2,16,0,34.0,69,76,4.7,0,48,0
EMP0355,50,Female,Bachelor's,Engineering,Manager,Remote,10,21,8629,116,5,2,3.0,3,16,0,0.0,63,51,4.8,9,37,0
EMP0356,29,Male,Bachelor's,Marketing,Analyst,HQ-CityA,3,17,7385,3,4,3,3.0,2,4,0,63.0,91,87,4.1,0,58,0
EMP0357,41,Female,Master's,HR,Associate,Branch-CityC,14,15,6698,105,1,3,3.0,2,9,0,45.0,77,74,3.6,0,50,0
EMP0358,43,Other,Bachelor's,Engineering,Director,HQ-CityA,14,26,8703,45,2,5,3.0,4,20,0,43.0,90,67,5.0,8,54,0
EMP0359,45,Male,Master's,Engineering,Manager,Branch-CityC,19,25,7396,177,2,2,,2,28,0,57.0,55,81,4.7,4,40,0
EMP0360,42,Female,Master's,HR,Manager,Remote,18,19,6356,9,6,4,3.0,1,31,0,0.0,85,65,2.7,4,41,0
EMP0361,36,Male,Master's,HR,Manager,HQ-CityA,6,7,5952,43,2,3,4.0,3,22,0,44.0,78,51,4.0,4,45,0
EMP0362,31,Female,High School,HR,Analyst,HQ-CityA,6,12,6025,197,3,3,1.0,3,7,1,29.0,74,64,4.0,0,42,0
EMP0363,46,Male,PhD,Marketing,Associate,Remote,25,35,9145,10,1,4,4.0,3,7,0,0.0,53,75,3.9,0,41,0
EMP0364,42,Male,Bachelor's,Operations,Senior Engineer,HQ-CityA,12,12,7323,99,1,3,4.0,3,25,0,28.0,81,84,4.8,0,50,0
EMP0365,25,Male,Bachelor's,Operations,Manager,Branch-CityB,3,4,5358,167,1,3,3.0,3,13,0,20.0,88,60,2.7,7,47,0
EMP0366,57,Female,High School,Finance,Director,HQ-CityA,11,19,7282,30,2,3,2.0,3,11,0,63.0,92,72,4.9,8,58,0
EMP0367,58,Female,Bachelor's,Finance,Senior Engineer,HQ-CityA,28,40,11437,82,5,5,2.0,3,5,0,39.0,74,51,3.9,0,44,1
EMP0368,50,Female,Bachelor's,Engineering,Manager,Branch-CityB,1,8,5256,58,5,3,3.0,3,27,0,40.0,81,78,3.6,6,47,0
EMP0369,41,Male,High School,Marketing,Senior Engineer,HQ-CityA,5,14,6802,174,5,2,2.0,3,25,0,,88,99,2.6,0,66,1
EMP0370,51,Male,Master's,Finance,Engineer,HQ-CityA,18,19,7098,106,6,2,4.0,2,41,0,9.0,45,69,3.9,0,38,0
